district,transaction_date,sqft,price_aed,project_stage,lat,lng,distance_to_beach_km,drive_time_burj_khalifa_min,amenity_density_1km,has_waterfront_view,developer_tier,floor_level,service_charge_aed,supply_pressure_2y,momentum_3m,momentum_6m,momentum_12m,roi_pct,days_on_market,12_month_appreciation_pct
Madinat Al Mataar,2026-03-02,1135.92492,1619828.0,1,24.9170063,55.1057072,18.11,88,1,0,3,1,11.7,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Al Yelayiss 1,2026-03-02,1550.0159999999998,2903000.0,1,25.06,55.2,7.09,42,10,0,2,39,17.2,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
DUBAI PRODUCTION CITY,2026-03-02,378.56988,580000.0,1,25.0321285,55.1912732,7.83,50,6,0,2,31,21.6,1117,2.9,5.382140335594881,7.513937893915997,8.36,20,5.9
JUMEIRAH VILLAGE CIRCLE,2026-03-02,789.64704,1004908.0,1,25.065,55.205,7.44,40,7,0,3,9,14.6,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Al Satwa,2026-03-02,718.3893599999999,1556600.0,1,25.06,55.2,7.09,42,4,0,1,21,22.4,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
ARJAN,2026-03-02,857.02968,1420777.0,1,25.0603309,55.2354858,10.56,39,8,0,2,46,19.3,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
Al Yelayiss 1,2026-03-02,1550.0159999999998,2903000.0,1,25.06,55.2,7.09,42,7,0,2,22,24.5,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
Al Satwa,2026-03-02,623.3432399999999,1348050.0,1,25.06,55.2,7.09,42,10,0,1,55,28.1,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
MAJAN,2026-03-02,1683.05904,1830000.0,1,25.0929388,55.3184835,18.8,30,15,0,3,1,10.4,1246,1.7,3.1550477829349304,4.404722213674894,5.22,118,5.0
JUMEIRAH LAKES TOWERS,2026-03-02,403.54236,988000.0,1,25.06,55.2,7.09,42,7,0,1,26,28.6,637,2.8,5.196549289539885,7.254836587229238,8.84,105,9.3
DMCC-EZ2,2026-03-02,1202.01588,3365628.0,1,25.06,55.2,7.09,42,5,0,1,52,15.5,692,3.9,7.23805079614484,10.104950960783581,5.8,96,3.1
ARJAN,2026-03-02,958.5341999999999,1463777.0,1,25.0603309,55.2354858,10.56,39,11,0,2,58,27.0,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
Al Satwa,2026-03-02,668.33676,1451250.0,1,25.06,55.2,7.09,42,10,0,1,51,15.1,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
DUBAI LAND RESIDENCE COMPLEX,2026-03-02,447.56711999999993,702049.95,1,25.0853591,55.382978,25.25,41,4,0,2,20,21.0,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
Al Yelayiss 1,2026-03-02,1550.0159999999998,2903000.0,1,25.06,55.2,7.09,42,7,0,2,39,26.0,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
DMCC-EZ2,2026-03-02,743.68476,2063684.0,1,25.06,55.2,7.09,42,10,0,1,40,16.3,692,3.9,7.23805079614484,10.104950960783581,5.8,96,3.1
Um Suqaim Third,2026-01-08,1780.04268,3650000.0,1,25.06,55.2,7.09,42,11,0,1,20,22.3,362,1.7,3.1550477829349304,4.404722213674894,4.67,113,10.2
Al Satwa,2026-03-02,738.84096,1591000.0,1,25.06,55.2,7.09,42,6,0,1,37,29.3,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
DUBAI SPORTS CITY,2026-03-02,1264.33944,1713600.0,1,25.06,55.2,7.09,42,9,0,3,9,14.2,1242,3.9,7.23805079614484,10.104950960783581,5.82,44,9.9
DUBAI SCIENCE PARK,2026-03-02,830.8731599999999,1471080.0,1,25.0735423,55.2412462,10.96,35,13,0,2,45,27.1,1318,1.5,2.7838656908249386,3.8865196003013773,4.65,96,4.0
DMCC-EZ2,2026-03-02,581.256,1703063.0,1,25.06,55.2,7.09,42,7,0,1,24,18.1,692,3.9,7.23805079614484,10.104950960783581,5.8,96,3.1
PALM DEIRA,2026-03-02,1294.69392,4296000.0,1,25.06,55.2,7.09,42,8,0,1,16,24.7,1407,1.8,3.3406388289899263,4.663823520361653,8.94,61,8.6
JUMEIRAH VILLAGE CIRCLE,2026-03-02,812.5743599999998,1290000.0,1,25.065,55.205,7.44,40,5,0,2,49,19.3,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Ras Al Khor Industrial First,2026-03-02,1148.6264399999998,3187393.0,1,25.06,55.2,7.09,42,13,0,1,26,26.1,1726,4.3,7.980414980364824,11.141356187530615,6.09,54,5.0
DUBAI LAND RESIDENCE COMPLEX,2026-03-02,428.9454,666958.0,1,25.0853591,55.382978,25.25,41,10,0,2,21,16.6,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
Dubai Investment Park Second,2026-01-08,1601.145,3609888.0,1,25.06,55.2,7.09,42,5,0,1,55,28.2,1845,2.7,5.01095824348489,6.99573528054248,8.39,88,12.9
Bukadra,2026-03-02,827.64396,1957369.0,1,25.06,55.2,7.09,42,9,0,1,26,26.6,1243,1.9,3.526229875044922,4.922924827048411,6.85,111,12.8
DMCC-EZ2,2026-03-02,695.0314799999999,2095515.0,1,25.06,55.2,7.09,42,11,0,1,19,29.9,692,3.9,7.23805079614484,10.104950960783581,5.8,96,3.1
Jabal Ali First,2026-03-02,944.0028,1428000.0,1,25.0256607,55.1142032,6.16,62,1,0,2,29,24.7,1677,4.0,7.423641842199836,10.36405226747034,7.86,54,10.9
PALM DEIRA,2026-03-02,1049.8129199999998,2799900.0,1,25.06,55.2,7.09,42,11,0,1,19,16.1,1407,1.8,3.3406388289899263,4.663823520361653,8.94,61,8.6
DUBAI HARBOUR,2026-03-02,761.2300799999999,3756888.0,1,25.06,55.2,7.09,42,5,0,1,40,23.0,1002,2.4,4.454185105319901,6.218431360482204,6.67,34,2.8
DMCC-EZ2,2026-03-02,518.9324399999999,1476356.0,1,25.06,55.2,7.09,42,5,0,1,50,24.2,692,3.9,7.23805079614484,10.104950960783581,5.8,96,3.1
DUBAI LAND RESIDENCE COMPLEX,2026-03-02,1207.39788,1394191.0,1,25.0853591,55.382978,25.25,41,13,0,3,14,11.1,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
Palm Deira,2026-03-02,1595.8706399999999,2901987.0,1,25.2761408,55.3016752,27.72,22,15,0,2,45,21.9,126,3.1,5.753322427704873,8.032140507289514,6.86,21,4.8
Wadi Al Safa 4,2026-03-03,1513.0954799999997,3139000.0,1,25.0769255,55.318421,18.73,35,12,0,1,52,28.1,564,3.0,5.567731381649877,7.773039200602755,6.01,28,5.0
Dubai Investment Park Second,2026-01-08,760.4766,1107000.0,1,25.06,55.2,7.09,42,4,0,3,13,13.3,1845,2.7,5.01095824348489,6.99573528054248,8.39,88,12.9
Madinat Al Mataar,2026-03-02,676.0868399999999,904000.0,1,24.9170063,55.1057072,18.11,88,1,0,3,12,10.7,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
DUBAI LAND RESIDENCE COMPLEX,2026-03-02,425.82384,589000.0,1,25.0853591,55.382978,25.25,41,11,0,3,7,12.9,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
Al Yelayiss 2,2026-03-02,969.8363999999999,1666888.0,1,25.06,55.2,7.09,42,5,0,2,55,27.3,1205,2.7,5.01095824348489,6.99573528054248,8.57,14,10.3
Madinat Al Mataar,2026-03-02,1136.35548,1776828.0,1,24.9170063,55.1057072,18.11,88,1,0,2,53,19.5,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Madinat Al Mataar,2026-03-02,939.3742799999999,1038000.0,1,24.9170063,55.1057072,18.11,88,1,0,3,9,12.0,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
JUMEIRAH VILLAGE CIRCLE,2026-03-02,335.8368,604800.0,1,25.065,55.205,7.44,40,12,0,2,20,24.3,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
JUMEIRAH VILLAGE CIRCLE,2026-03-02,335.8368,604800.0,1,25.065,55.205,7.44,40,13,0,2,54,19.4,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
JUMEIRAH VILLAGE CIRCLE,2026-03-02,679.96188,1088000.0,1,25.065,55.205,7.44,40,5,0,2,43,17.3,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
JUMEIRAH VILLAGE CIRCLE,2026-03-02,618.2841599999999,990400.0,1,25.065,55.205,7.44,40,13,0,2,33,28.4,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
ARJAN,2026-03-02,1430.1050400000001,2139625.92,1,25.0603309,55.2354858,10.56,39,8,0,3,10,14.6,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
Dubai Investment Park Second,2026-01-08,706.97952,1033000.0,1,25.06,55.2,7.09,42,4,0,3,6,12.4,1845,2.7,5.01095824348489,6.99573528054248,8.39,88,12.9
JUMEIRAH VILLAGE CIRCLE,2026-03-02,797.82768,1100000.0,1,25.065,55.205,7.44,40,6,0,3,5,14.5,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
PALM DEIRA,2026-03-02,866.93256,2487000.0,1,25.06,55.2,7.09,42,4,0,1,50,17.2,1407,1.8,3.3406388289899263,4.663823520361653,8.94,61,8.6
JUMEIRAH VILLAGE TRIANGLE,2026-03-02,845.08164,1479060.0,1,25.0498433,55.1907008,6.65,45,6,0,2,46,18.8,959,3.4,6.310095565869861,8.809444427349788,8.89,50,13.4
Jabal Ali First,2026-03-02,1196.31096,1615000.0,1,25.0256607,55.1142032,6.16,62,1,0,3,13,12.0,1677,4.0,7.423641842199836,10.36405226747034,7.86,54,10.9
JUMEIRAH VILLAGE CIRCLE,2026-03-02,350.36819999999994,735000.0,1,25.065,55.205,7.44,40,14,0,1,52,24.4,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Madinat Al Mataar,2026-03-02,377.70876000000004,635350.0,1,24.9170063,55.1057072,18.11,88,1,0,2,33,24.1,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
ARJAN,2026-03-02,1430.1050400000001,2185705.92,1,25.0603309,55.2354858,10.56,39,10,0,2,43,18.2,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
PALM DEIRA,2026-03-02,824.8453199999999,2429000.0,1,25.06,55.2,7.09,42,10,0,1,24,21.1,1407,1.8,3.3406388289899263,4.663823520361653,8.94,61,8.6
Al Satwa,2026-03-02,859.9359599999999,1859750.0,1,25.06,55.2,7.09,42,12,0,1,42,20.2,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
DUBAI LAND RESIDENCE COMPLEX,2026-03-02,680.9306399999999,854050.0,1,25.0853591,55.382978,25.25,41,13,0,3,5,14.0,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
JUMEIRAH VILLAGE TRIANGLE,2026-01-08,810.09864,1068580.0,1,25.0498433,55.1907008,6.65,45,5,0,3,8,13.7,959,3.4,6.310095565869861,8.809444427349788,8.89,50,13.4
JUMEIRAH VILLAGE TRIANGLE,2026-03-02,419.90363999999994,827000.0,1,25.0498433,55.1907008,6.65,45,2,0,1,37,25.6,959,3.4,6.310095565869861,8.809444427349788,8.89,50,13.4
Al Satwa,2026-03-02,892.9814399999999,1917800.0,1,25.06,55.2,7.09,42,12,0,1,59,18.3,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
Wadi Al Safa 4,2026-03-03,1512.66492,3164000.0,1,25.0769255,55.318421,18.73,35,15,0,1,49,29.3,564,3.0,5.567731381649877,7.773039200602755,6.01,28,5.0
Al Satwa,2026-03-02,955.305,2053250.0,1,25.06,55.2,7.09,42,13,0,1,23,27.4,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
Madinat Al Mataar,2026-03-02,1421.2785599999997,2879000.0,1,24.9170063,55.1057072,18.11,88,1,0,1,46,27.3,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Al Satwa,2026-03-02,830.76552,1782350.0,1,25.06,55.2,7.09,42,5,0,1,36,20.0,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
ARJAN,2026-03-02,431.31347999999997,814777.0,1,25.0603309,55.2354858,10.56,39,14,0,2,47,19.6,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
Al Yelayiss 2,2026-03-02,612.5792399999999,1133888.0,1,25.06,55.2,7.09,42,6,0,2,24,24.9,1205,2.7,5.01095824348489,6.99573528054248,8.57,14,10.3
Al Satwa,2026-03-02,482.55011999999994,1090888.0,1,25.06,55.2,7.09,42,7,0,1,31,27.5,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
JUMEIRAH VILLAGE CIRCLE,2026-01-09,1173.16836,3149507.0,1,25.065,55.205,7.44,40,7,0,1,58,16.9,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
PALM DEIRA,2026-03-02,1380.2677199999998,4667000.0,1,25.06,55.2,7.09,42,9,0,1,48,17.2,1407,1.8,3.3406388289899263,4.663823520361653,8.94,61,8.6
Al Satwa,2026-03-02,824.5223999999998,1782350.0,1,25.06,55.2,7.09,42,12,0,1,28,16.1,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
Al Satwa,2026-03-02,755.95572,1623250.0,1,25.06,55.2,7.09,42,5,0,1,56,23.3,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
MOTOR CITY,2026-03-02,656.0658,862316.0,1,25.06,55.2,7.09,42,12,0,3,6,10.3,1120,2.2,4.08300301320991,5.700228747108688,4.75,31,3.3
JUMEIRAH VILLAGE TRIANGLE,2026-03-02,643.149,1107400.0,1,25.0498433,55.1907008,6.65,45,6,0,2,27,28.0,959,3.4,6.310095565869861,8.809444427349788,8.89,50,13.4
Al Satwa,2026-03-02,756.1709999999999,1623250.0,1,25.06,55.2,7.09,42,12,0,1,40,25.7,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
Al Satwa,2026-03-02,755.0946,1623250.0,1,25.06,55.2,7.09,42,5,0,1,22,26.7,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
Trade Center First,2026-03-02,1257.2351999999998,4128300.0,1,25.06,55.2,7.09,42,10,0,1,31,28.8,375,1.5,2.7838656908249386,3.8865196003013773,4.51,87,8.5
JUMEIRAH VILLAGE CIRCLE,2026-03-02,424.96271999999993,695000.0,1,25.065,55.205,7.44,40,8,0,2,15,24.2,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Madinat Al Mataar,2026-01-08,1129.57416,1576828.0,1,24.9170063,55.1057072,18.11,88,1,0,3,6,13.3,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Al Satwa,2026-03-02,758.21616,1623250.0,1,25.06,55.2,7.09,42,12,0,1,39,18.1,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
MOTOR CITY,2026-03-02,1047.3372,2224777.0,1,25.06,55.2,7.09,42,10,0,1,47,17.8,1120,2.2,4.08300301320991,5.700228747108688,4.75,31,3.3
Al Satwa,2026-03-02,776.29968,1683450.0,1,25.06,55.2,7.09,42,4,0,1,37,19.3,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
Al Satwa,2026-03-02,718.3893599999999,1556600.0,1,25.06,55.2,7.09,42,11,0,1,36,18.6,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
Palm Deira,2026-03-02,863.0575200000001,2477000.0,1,25.2761408,55.3016752,27.72,22,17,0,1,28,19.4,126,3.1,5.753322427704873,8.032140507289514,6.86,21,4.8
Al Satwa,2026-03-02,623.3432399999999,1348050.0,1,25.06,55.2,7.09,42,11,0,1,55,29.5,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
DUBAI LAND RESIDENCE COMPLEX,2026-03-02,781.8969599999999,845000.0,1,25.0853591,55.382978,25.25,41,5,0,3,14,14.5,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
DUBAI LAND RESIDENCE COMPLEX,2026-03-02,820.9702799999999,990000.0,1,25.0853591,55.382978,25.25,41,13,0,3,13,14.3,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
Hadaeq Sheikh Mohammed Bin Rashid,2026-01-02,1061.54568,2727888.0,1,25.121173,55.2704737,14.67,21,19,0,1,58,29.5,920,1.0,1.855910460549959,2.591013066867585,4.75,61,6.2
Madinat Al Mataar,2026-01-02,378.35459999999995,599000.0,1,24.9170063,55.1057072,18.11,88,1,0,2,38,29.0,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Madinat Al Mataar,2026-01-08,780.6052799999999,1159828.0,1,24.9170063,55.1057072,18.11,88,1,0,3,11,13.2,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Al Satwa,2026-03-02,668.33676,1451250.0,1,25.06,55.2,7.09,42,4,0,1,29,28.9,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
HORIZON,2026-03-02,729.36864,1620000.0,1,25.1220188,55.2292278,10.85,23,19,0,1,54,23.9,442,4.8,8.908370210639802,12.436862720964408,8.56,66,4.3
Palm Deira,2026-03-02,830.8731599999999,2537000.0,1,25.2761408,55.3016752,27.72,22,22,0,1,18,26.3,126,3.1,5.753322427704873,8.032140507289514,6.86,21,4.8
JUMEIRAH VILLAGE CIRCLE,2026-03-02,694.70856,963303.0,1,25.065,55.205,7.44,40,7,0,3,9,13.1,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Al Satwa,2026-03-02,738.84096,1591000.0,1,25.06,55.2,7.09,42,9,0,1,47,26.9,1051,1.3,2.412683598714947,3.368316986927861,7.42,73,9.1
Wadi Al Safa 3,2026-03-02,859.61304,2067500.0,1,25.06,55.2,7.09,42,4,0,1,48,28.5,1093,3.7,6.866868704034848,9.586748347410065,6.39,37,13.5
Wadi Al Safa 2,2026-03-02,975.64896,1020000.0,1,25.06,55.2,7.09,42,12,0,3,9,12.2,1289,1.3,2.412683598714947,3.368316986927861,5.5,21,12.8
Dubai Investment Park Second,2026-03-02,707.3024399999999,1019000.0,1,25.06,55.2,7.09,42,8,0,3,14,14.8,1845,2.7,5.01095824348489,6.99573528054248,8.39,88,12.9
Jabal Ali First,2026-01-08,1076.83056,1040000.0,1,25.0256607,55.1142032,6.16,62,1,0,3,1,13.0,1677,4.0,7.423641842199836,10.36405226747034,7.86,54,10.9
DUBAI LAND RESIDENCE COMPLEX,2026-05-05,865.2103199999999,1124000.0,1,25.0853591,55.382978,25.25,41,5,0,3,9,14.3,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
JUMEIRAH VILLAGE CIRCLE,2026-03-02,715.0525200000001,1087154.0,1,25.065,55.205,7.44,40,9,0,2,33,20.1,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Wadi Al Safa 3,2026-03-02,861.01236,2079214.0,1,25.06,55.2,7.09,42,11,0,1,38,25.7,1093,3.7,6.866868704034848,9.586748347410065,6.39,37,13.5
DUBAI LAND RESIDENCE COMPLEX,2026-05-05,542.93616,698683.33,1,25.0853591,55.382978,25.25,41,11,0,3,1,12.7,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
DUBAI LAND RESIDENCE COMPLEX,2026-05-05,534.1096799999999,768777.77,1,25.0853591,55.382978,25.25,41,12,0,3,5,10.6,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
Wadi Al Safa 3,2026-05-05,1172.95308,2195494.74,1,25.06,55.2,7.09,42,11,0,2,25,18.9,1093,3.7,6.866868704034848,9.586748347410065,6.39,37,13.5
Wadi Al Safa 3,2026-05-05,1345.5,2016336.84,1,25.06,55.2,7.09,42,4,0,3,12,14.5,1093,3.7,6.866868704034848,9.586748347410065,6.39,37,13.5
ARJAN,2026-03-09,453.59495999999996,909333.05,1,25.0603309,55.2354858,10.56,39,13,0,1,42,22.6,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
Dubai Investment Park Second,2026-01-08,1406.96244,2217000.0,1,25.06,55.2,7.09,42,4,0,2,57,15.3,1845,2.7,5.01095824348489,6.99573528054248,8.39,88,12.9
JUMEIRAH VILLAGE CIRCLE,2026-03-02,767.15028,1115585.29,1,25.065,55.205,7.44,40,10,0,3,12,10.0,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
ARJAN,2026-03-09,450.15047999999996,741084.81,1,25.0603309,55.2354858,10.56,39,10,0,2,29,30.0,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
Madinat Al Mataar,2026-03-02,1144.2132,1664828.0,1,24.9170063,55.1057072,18.11,88,1,0,3,2,10.3,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
ARJAN,2026-03-09,450.15047999999996,751333.1,1,25.0603309,55.2354858,10.56,39,7,0,2,21,16.4,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
ARJAN,2026-03-09,420.54947999999996,792000.0,1,25.0603309,55.2354858,10.56,39,5,0,2,21,28.8,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
SILICON OASIS,2026-03-02,1202.7693599999998,1907828.0,1,25.1063647,55.3764714,24.77,35,15,0,2,52,15.6,910,3.2,5.938913473759869,8.291241813976272,8.87,25,9.1
ARJAN,2026-03-09,377.8164,763222.61,1,25.0603309,55.2354858,10.56,39,5,0,1,19,23.8,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
Madinat Al Mataar,2026-03-02,1135.0638,1773828.0,1,24.9170063,55.1057072,18.11,88,1,0,2,31,24.9,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
JUMEIRAH VILLAGE CIRCLE,2026-03-02,1034.63568,1676683.09,1,25.065,55.205,7.44,40,10,0,2,29,15.1,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Dubai Investment Park Second,2026-01-08,1444.0982399999998,2088380.0,1,25.06,55.2,7.09,42,8,0,3,3,10.2,1845,2.7,5.01095824348489,6.99573528054248,8.39,88,12.9
ARJAN,2026-03-09,707.84064,1410055.65,1,25.0603309,55.2354858,10.56,39,9,0,1,59,25.6,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
SILICON OASIS,2026-03-02,774.03924,1330828.0,1,25.1063647,55.3764714,24.77,35,7,0,2,45,19.3,910,3.2,5.938913473759869,8.291241813976272,8.87,25,9.1
Madinat Al Mataar,2026-03-02,781.2511199999999,1208828.0,1,24.9170063,55.1057072,18.11,88,1,0,2,37,18.4,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
JUMEIRAH VILLAGE CIRCLE,2026-03-02,812.5743599999998,1352400.0,1,25.065,55.205,7.44,40,13,0,2,27,21.4,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Al Yelayiss 1,2026-03-02,2544.2866799999997,4994550.0,1,25.06,55.2,7.09,42,4,0,1,56,22.1,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
Madinat Al Mataar,2026-03-02,1144.2132,1775828.0,1,24.9170063,55.1057072,18.11,88,1,0,2,52,21.7,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Al Yelayiss 1,2026-03-02,2363.7744,4857000.0,1,25.06,55.2,7.09,42,5,0,1,33,25.9,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
HORIZON,2026-03-02,1242.91908,2720828.0,1,25.1220188,55.2292278,10.85,23,20,0,1,48,23.8,442,4.8,8.908370210639802,12.436862720964408,8.56,66,4.3
Al Yelayiss 1,2026-03-02,1550.0159999999998,2824000.0,1,25.06,55.2,7.09,42,6,0,2,57,26.0,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
DUBAI SOUTH,2026-03-02,963.48564,1334948.0,1,24.9144391,55.1615128,18.41,83,1,0,3,3,10.6,838,2.9,5.382140335594881,7.513937893915997,8.51,29,7.7
BUSINESS BAY,2026-01-08,993.30192,2251000.0,1,25.185,55.265,17.79,4,26,0,1,46,23.5,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
SILICON OASIS,2026-03-02,778.66776,1281828.0,1,25.1063647,55.3764714,24.77,35,7,0,2,28,29.5,910,3.2,5.938913473759869,8.291241813976272,8.87,25,9.1
Al Yelayiss 1,2026-03-02,2387.13228,3819000.0,1,25.06,55.2,7.09,42,6,0,2,26,24.6,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
Al Yelayiss 1,2026-03-02,2545.6859999999997,4995540.0,1,25.06,55.2,7.09,42,4,0,1,39,22.3,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
JADDAF WATERFRONT,2026-03-02,814.51188,1200000.0,1,25.2268312,55.3380861,26.42,18,19,0,3,14,10.9,1732,4.8,8.908370210639802,12.436862720964408,5.09,41,8.0
JUMEIRAH VILLAGE CIRCLE,2026-03-02,1116.01152,1477638.0,1,25.065,55.205,7.44,40,5,0,3,6,13.7,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
JUMEIRAH VILLAGE CIRCLE,2026-03-02,770.4871199999999,844000.0,1,25.065,55.205,7.44,40,10,0,3,3,12.9,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Al Yelayiss 1,2026-03-02,1550.0159999999998,2824000.0,1,25.06,55.2,7.09,42,8,0,2,23,24.7,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
Palm Deira,2026-03-02,1746.67428,4892828.0,1,25.2761408,55.3016752,27.72,22,18,0,1,43,21.4,126,3.1,5.753322427704873,8.032140507289514,6.86,21,4.8
INTERNATIONAL CITY PH 1,2026-03-02,469.74096,584694.0,1,25.06,55.2,7.09,42,9,0,3,3,10.1,1810,4.6,8.53718811852981,11.91866010759089,9.05,68,7.3
Al Yelayiss 1,2026-03-02,1550.0159999999998,2824000.0,1,25.06,55.2,7.09,42,11,0,2,55,20.1,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
JUMEIRAH VILLAGE CIRCLE,2026-01-09,1270.90548,3133955.0,1,25.065,55.205,7.44,40,6,0,1,25,23.2,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
ARJAN,2026-03-02,744.3306,1180000.0,1,25.0603309,55.2354858,10.56,39,14,0,2,36,16.9,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
DUBAI PRODUCTION CITY,2026-03-02,432.7128,775000.0,1,25.0321285,55.1912732,7.83,50,2,0,2,26,27.1,1117,2.9,5.382140335594881,7.513937893915997,8.36,20,5.9
DUBAI LAND RESIDENCE COMPLEX,2026-03-02,452.19563999999997,831111.11,1,25.0853591,55.382978,25.25,41,9,0,2,42,15.8,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
Al Yelayiss 1,2026-03-02,1551.95352,2904000.0,1,25.06,55.2,7.09,42,13,0,2,53,25.8,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
ARJAN,2026-03-02,387.39636,770000.0,1,25.0603309,55.2354858,10.56,39,10,0,1,22,16.2,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
Al Yelayiss 1,2026-03-02,2533.6303199999998,4991580.0,1,25.06,55.2,7.09,42,5,0,1,28,23.5,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
DUBAI LAND RESIDENCE COMPLEX,2026-03-02,789.75468,1164698.34,1,25.0853591,55.382978,25.25,41,12,0,3,13,13.1,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
DUBAI MARITIME CITY,2026-03-02,867.79368,3191000.0,1,25.2496256,55.276165,23.83,14,25,0,1,55,15.8,994,2.6,4.825367197429894,6.736633973855722,7.9,87,6.9
